,token_idx,token_str,count
8443,191,,9
8444,191,,8
8445,191,,11
8446,34406,"

",11
8447,17956,ktop,6
8448,417, not,43
8449,191,,12
8450,2614,www,8
8451,2614,www,8
8452,28,:,100
8453,34406,"

",9
8454,534,"

",8
8455,2614,www,8
8456,2614,www,8
8457,34406,"

",13
8458,191,,10
8459,191,,7
8460,26,8,16
8461,28,:,100
8462,248, a,16
8463,34406,"

",13
8464,2614,www,8
8465,34406,"

",9
8466,6627, tag,98
8467,191,,8
8468,191,,7
8469,6284, Council,100
8470,843, how,64
8471,191,,10
8472,7467, Jesus,96
8473,8493, Equ,51
8474,1330, small,8
8475,248, a,6
8476,191,,16
8477,13590, iPhone,100
8478,6545,Are,100
8479,28933, '.,7
8480,1253,What,100
8481,191,,9
8482,34406,"

",10
8483,2614,www,8
8484,870,__,100
8485,403, are,76
8486,248, a,11
8487,191,,10
8488,248, a,10
8489,191,,8
8490,282, to,36
8491,8135, automatically,100
8492,191,,7
8493,191,,9
8494,4669, Bro,61
8495,248, a,12
8496,7930, Sol,99
8497,191,,13
8498,11735," ),",100
8499,34406,"

",9
8500,8061, www,100
8501,2531, blood,100
8502,248, a,11
8503,248, a,12
8504,248, a,91
8505,191,,7
8506,587, will,63
8507,191,,12
8508,3171, temperature,100
8509,248, a,9
8510,368, you,58
8511,191,,9
8512,1469, She,100
8513,191,,7
8514,191,,8
8515,2554,ING,4
8516,191,,10
8517,286, and,86
8518,2514, One,99
8519,191,,10
8520,3392, Ab,100
8521,248, a,8
8522,34406,"

",12
8523,191,,7
8524,2706, create,100
8525,248, a,8
8526,432, from,43
8527,191,,9
8528,191,,9
8529,191,,11
8530,191,,9
8531,8322, electrical,66
8532,493,ost,21
8533,191,,9
8534,16,.,100
8535,191,,6
8536,534,"

",8
8537,191,,9
8538,314, (,100
8539,4662, internal,98
8540,1209, /,100
8541,266,es,100
8542,45442, isinstance,100
8543,19,1,50
8544,34406,"

",9
8545,1099,arch,31
8546,7733, characterized,12
8547,191,,9
8548,2614,www,8
8549,248, a,11
8550,191,,16
8551,1333,://,64
8552,191,,10
8553,191,,10
8554,191,,18
8555,191,,15
8556,9646, passion,100
8557,3158,"
                                ",17
8558,7620, potentially,91
8559,248, a,8
8560,4502, medium,100
8561,8324,template,72
8562,191,,6
8563,191,,10
8564,34,@,100
8565,534,"

",8
8566,1203,ret,34
8567,191,,10
8568,8141, funding,100
8569,191,,10
8570,534,"

",7
8571,34406,"

",18
8572,534,"

",8
8573,276, in,100
8574,191,,7
8575,248, a,8
8576,22191,################################,100
8577,31,=,44
8578,17348, geometric,42
8579,191,,10
8580,191,,12
8581,534,"

",9
8582,248, a,7
8583,6139, learned,7
8584,248, a,8
8585,38052,参,32
8586,534,"

",7
8587,191,,12
8588,534,"

",7
8589,4698, collection,100
8590,191,,9
8591,191,,7
8592,1360, line,100
8593,248, a,12
8594,10,(,100
8595,191,,8
8596,191,,13
8597,603, if,100
8598,191,,8
8599,3694, fight,96
8600,2633, Rep,84
8601,191,,9
8602,1207,ash,100
8603,191,,10
8604,191,,8
8605,3257, Def,99
8606,191,,8
8607,426, =,42
8608,2614,www,7
8609,191,,10
8610,191,,14
8611,191,,7
8612,191,,11
8613,248, a,9
8614,191,,11
8615,2115, thing,47
8616,248, a,20
8617,1230,–,100
8618,248, a,11
8619,191,,8
8620,34406,"

",8
8621,191,,11
8622,191,,8
8623,2486, yet,47
8624,248, a,7
8625,191,,15
8626,248, a,8
8627,3185,]),19
8628,1308, method,100
8629,17956,ktop,10
8630,2614,www,8
8631,2614,www,8
8632,191,,10
8633,387, at,23
8634,248, a,9
8635,2654, break,100
8636,191,,9
8637,248, a,8
8638,248, a,8
8639,248, a,48
8640,2190,lambda,94
8641,10687,Finally,90
8642,191,,8
8643,248, a,10
8644,34406,"

",9
8645,300, e,100
8646,248, a,10
8647,191,,8
8648,9768, Mike,67
8649,274, of,100
8650,18,0,55
8651,248, a,10
8652,191,,9
8653,248, a,10
8654,314, (,100
8655,34406,"

",13
8656,7008, Fin,100
8657,10822, δ,10
8658,248, a,8
8659,191,,7
8660,407, by,100
8661,248, a,10
8662,191,,11
8663,750, He,87
8664,5901,content,100
8665,191,,6
8666,248, a,12
8667,191,,9
8668,10,(,100
8669,191,,13
8670,191,,11
8671,191,,7
8672,6191, pool,100
8673,534,"

",7
8674,14,",",100
8675,191,,9
8676,191,,10
8677,7910,format,46
8678,34406,"

",12
8679,191,,6
8680,2614,www,8
8681,191,,8
8682,1826, whether,100
8683,191,,10
8684,15135,items,25
8685,1640, best,100
8686,248, a,7
8687,2614,www,8
8688,32064, PROVIDED,42
8689,534,"

",8
8690,34406,"

",9
8691,35753, overlooking,8
8692,28933, '.,6
8693,534,"

",8
8694,191,,8
8695,191,,10
8696,191,,9
8697,191,,10
8698,191,,12
8699,34406,"

",9
8700,191,,13
8701,7317, concerned,100
8702,1856, won,100
8703,191,,10
8704,191,,8
8705,248, a,9
8706,65,_,100
8707,191,,11
8708,3224, friend,3
8709,191,,10
8710,587, will,100
8711,248, a,11
8712,267,an,100
8713,26,8,58
8714,534,"

",7
8715,191,,13
8716,188,"
",16
8717,191,,8
8718,248, a,7
8719,8725, dinner,5
8720,961, want,17
8721,31,=,57
8722,13107, export,99
8723,3185,]),100
8724,248, a,8
8725,1352,anc,100
8726,191,,6
8727,1523,bl,100
8728,191,,7
8729,1811,IC,100
8730,2614,www,7
8731,191,,8
8732,191,,11
8733,6187, Western,100
8734,2614,www,8
8735,248, a,8
8736,191,,10
8737,534,"

",9
8738,16,.,100
8739,34406,"

",11
8740,248, a,11
8741,34406,"

",12
8742,191,,9
8743,5534, huge,6
8744,248, a,8
8745,254, the,100
8746,191,,10
8747,191,,7
8748,188,"
",100
8749,2192,):,29
8750,286, and,100
8751,274, of,100
8752,2617,string,75
8753,191,,11
8754,3585, status,100
8755,6220, CO,100
8756,3843, road,100
8757,310, I,100
8758,11774,TV,10
8759,191,,7
8760,2533, factors,100
8761,2614,www,8
8762,2614,www,8
8763,1934,To,87
8764,16,.,100
8765,248, a,9
8766,6609,May,57
8767,14,",",100
8768,426, =,17
8769,2582,now,100
8770,191,,10
8771,2916, More,76
8772,17956,ktop,12
8773,2556, Car,100
8774,191,,10
8775,191,,9
8776,191,,8
8777,191,,7
8778,16,.,97
8779,4856, send,100
8780,2614,www,7
8781,16,.,100
8782,248, a,11
8783,5786, discussion,99
8784,11256, Dig,45
8785,360, we,44
8786,30,<,34
8787,4771, Mor,92
8788,1369, import,28
8789,4205, agreement,77
8790,3637, match,100
8791,34406,"

",9
8792,2614,www,7
8793,191,,8
8794,191,,10
8795,87,u,24
8796,248, a,8
8797,2881, respectively,100
8798,191,,12
8799,191,,9
8800,248, a,9
8801,191,,10
8802,2614,www,8
8803,191,,8
8804,34406,"

",13
8805,191,,14
8806,1842, days,46
8807,191,,6
8808,188,"
",100
8809,191,,8
8810,18716, rental,81
8811,403, are,100
8812,534,"

",8
8813,942, people,5
8814,2320, account,100
8815,4032, oil,15
8816,5141,':,100
8817,191,,8
8818,34406,"

",9
8819,13656, Dor,42
8820,248, a,11
8821,191,,8
8822,248, a,12
8823,248, a,10
8824,248, a,8
8825,191,,7
8826,191,,11
8827,248, a,7
8828,191,,6
8829,248, a,7
8830,8911,Dec,6
8831,84,r,20
8832,1377,aw,100
8833,191,,7
8834,25834, Wonder,45
8835,191,,7
8836,191,,11
8837,191,,8
8838,191,,7
8839,20,2,100
8840,19000, Exception,100
8841,65,_,96
8842,191,,9
8843,191,,10
8844,28,:,20
8845,274, of,8
8846,248, a,11
8847,534,"

",10
8848,191,,13
8849,191,,12
8850,248, a,7
8851,191,,7
8852,1283, term,100
8853,191,,8
8854,4716, Tw,100
8855,248, a,9
8856,12476, Mah,89
8857,191,,8
8858,191,,13
8859,191,,10
8860,3358, ge,89
8861,248, a,7
8862,534,"

",8
8863,248, a,7
8864,274, of,100
8865,191,,10
8866,248, a,9
8867,2614,www,8
8868,2614,www,8
8869,587, will,92
8870,6631, Mag,94
8871,191,,7
8872,1626, bas,100
8873,191,,11
8874,274, of,17
8875,1028,hes,100
8876,9035, »,55
8877,248, a,9
8878,2843, idea,100
8879,2614,www,8
8880,2009, Le,100
8881,22,4,38
8882,191,,11
8883,1585, On,88
8884,534,"

",8
8885,34406,"

",11
8886,5340, cup,100
8887,380, The,8
8888,500, J,100
8889,191,,9
8890,399, D,100
8891,28933, '.,7
8892,357,ag,28
8893,1125, many,100
8894,727,ov,100
8895,2614,www,7
8896,2614,www,7
8897,191,,10
8898,191,,10
8899,191,,8
8900,294,el,5
8901,6799,default,100
8902,495, 3,24
8903,248, a,10
8904,443, G,100
8905,248, a,11
8906,191,,13
8907,3928, Her,100
8908,5313,=',23
8909,3350,By,51
8910,3532, building,100
8911,248, a,12
8912,6895,][,42
8913,2349, terms,7
8914,191,,6
8915,191,,10
8916,191,,8
8917,248, a,15
8918,1789, things,100
8919,191,,9
8920,5512,κ,3
8921,6092, commercial,100
8922,248, a,9
8923,191,,7
8924,248, a,9
8925,191,,10
8926,191,,12
8927,532, but,100
8928,191,,12
8929,13381, shaft,12
8930,2025, general,100
8931,191,,9
8932,4347, Department,100
8933,248, a,11
8934,4740, solid,100
8935,1521, care,26
8936,191,,8
8937,191,,10
8938,191,,9
8939,32689, Items,7
8940,1369, import,20
8941,34406,"

",23
8942,191,,10
8943,191,,9
8944,191,,7
8945,1289, met,100
8946,191,,9
8947,2612,.),100
8948,191,,8
8949,191,,10
8950,926,"
           ",100
8951,2436, John,100
8952,340,se,100
8953,353, it,17
8954,939, through,100
8955,7992,FIG,26
8956,248, a,9
8957,191,,7
8958,191,,8
8959,34406,"

",9
8960,248, a,7
8961,191,,14
8962,248, a,13
8963,191,,9
8964,34406,"

",8
8965,254, the,100
8966,278, d,100
8967,4,"""",97
8968,3124, City,26
8969,5725,Exp,10
8970,191,,7
8971,248, a,8
8972,274, of,15
8973,191,,10
8974,191,,8
8975,14,",",100
8976,191,,7
8977,248, a,7
8978,191,,10
8979,34406,"

",12
8980,262,is,100
8981,248, a,10
8982,2614,www,8
8983,248, a,9
8984,62,\,100
8985,34406,"

",9
8986,191,,7
8987,248, a,10
8988,13356, Gre,52
8989,2614,www,7
8990,248, a,7
8991,3650,error,34
8992,286, and,31
8993,14,",",100
8994,34406,"

",8
8995,534,"

",6
8996,1543, lim,90
8997,6241, Supreme,79
8998,446,pl,100
8999,1242, start,100
9000,191,,7
9001,248, a,11
9002,6948, traffic,100
9003,248, a,7
9004,1305, support,100
9005,5199, Net,4
9006,248, a,6
9007,28933, '.,7
9008,248, a,7
9009,4838,df,100
9010,191,,10
9011,248, a,11
9012,2614,www,7
9013,248, a,9
9014,191,,9
9015,191,,9
9016,534,"

",10
9017,191,,9
9018,2614,www,8
9019,191,,11
9020,191,,7
9021,248, a,7
9022,534,"

",8
9023,191,,7
9024,191,,10
9025,60,Z,4
9026,16,.,7
9027,34406,"

",7
9028,327, that,100
9029,191,,9
9030,15,-,60
9031,191,,9
9032,248, a,12
9033,4360, option,3
9034,534,"

",8
9035,248, a,7
9036,191,,8
9037,191,,18
9038,191,,7
9039,872, need,16
9040,248, a,7
9041,191,,11
9042,248, a,8
9043,2211, course,100
9044,298,om,100
9045,1309, say,100
9046,457,’,13
9047,324, for,57
9048,191,,11
9049,4616, parameter,43
9050,6237, button,100
9051,191,,8
9052,34406,"

",10
9053,191,,13
9054,10722, Chris,95
9055,17234,©,51
9056,61,[,100
9057,383,est,58
9058,191,,10
9059,248, a,11
9060,191,,9
9061,191,,10
9062,191,,10
9063,248, a,7
9064,191,,12
9065,4245, comment,100
9066,2819, minutes,100
9067,35436,kwargs,100
9068,534,"

",8
9069,191,,11
9070,2614,www,7
9071,2802, tax,100
9072,34406,"

",8
9073,2365, potential,100
9074,191,,6
9075,248, a,6
9076,191,,9
9077,2614,www,8
9078,5561,pers,26
9079,191,,11
9080,191,,6
9081,426, =,7
9082,191,,9
9083,191,,11
9084,191,,7
9085,1869, called,100
9086,282, to,100
9087,248, a,18
9088,191,,8
9089,34406,"

",10
9090,5552, thank,97
9091,2805,IM,100
9092,5638, NOT,100
9093,1146, :,41
9094,191,,9
9095,2466,Type,99
9096,5669, CON,100
9097,3048, die,100
9098,534,"

",7
9099,7500, seek,100
9100,191,,8
9101,191,,6
9102,65,_,24
9103,3238, outside,100
9104,302,id,7
9105,283,le,100
9106,191,,10
9107,248, a,9
9108,248, a,9
9109,248, a,9
9110,1665, light,9
9111,191,,10
9112,2614,www,8
9113,191,,9
9114,248, a,10
9115,3054, improve,100
9116,4503, apply,100
9117,2614,www,8
9118,191,,10
9119,11758, competitive,100
9120,19917, FITNESS,100
9121,34406,"

",10
9122,191,,12
9123,20298, ctx,8
9124,191,,15
9125,248, a,8
9126,15,-,46
9127,534,"

",8
9128,2614,www,8
9129,534,"

",8
9130,1268, But,96
9131,282, to,6
9132,2614,www,7
9133,248, a,12
9134,248, a,12
9135,85,s,71
9136,191,,10
9137,7683, Use,95
9138,22112, BB,39
9139,191,,7
9140,5022, testing,9
9141,4447, Je,71
9142,191,,8
9143,534,"

",7
9144,669, also,13
9145,70,d,35
9146,191,,10
9147,191,,9
9148,28914,gf,12
9149,248, a,8
9150,25904,vertical,42
9151,191,,12
9152,274, of,14
9153,254, the,100
9154,8677, Senate,17
9155,10699, •,20
9156,248, a,7
9157,2968,ferences,7
9158,4576, interesting,6
9159,191,,11
9160,16,.,8
9161,191,,8
9162,2185, women,77
9163,1615, current,100
9164,191,,11
9165,5044, Center,12
9166,248, a,7
9167,2614,www,8
9168,12617,lower,72
9169,3567, Inc,100
9170,1254,AR,100
9171,534,"

",8
9172,191,,14
9173,1731,Ch,100
9174,2485, company,17
9175,1395, You,100
9176,191,,12
9177,65,_,9
9178,248, a,16
9179,2144, came,100
9180,34406,"

",13
9181,17055, Raj,59
9182,2946,isf,100
9183,2089,div,57
9184,1157, good,80
9185,16,.,100
9186,534,"

",6
9187,34406,"

",17
9188,2614,www,8
9189,9845, welcome,100
9190,191,,9
9191,191,,13
9192,2056, sure,100
9193,276, in,100
9194,248, a,6
9195,248, a,9
9196,191,,8
9197,324, for,100
9198,248, a,10
9199,534,"

",8
9200,2614,www,8
9201,191,,14
9202,248, a,9
9203,248, a,10
9204,248, a,15
9205,191,,9
9206,6251, director,4
9207,26,8,68
9208,1959, div,74
9209,248, a,7
9210,191,,11
9211,248, a,7
9212,34406,"

",12
9213,248, a,7
9214,2098,mon,21
9215,191,,12
9216,2614,www,8
9217,15,-,100
9218,35,A,12
9219,191,,8
9220,534,"

",11
9221,191,,9
9222,6706, vary,76
9223,191,,9
9224,248, a,7
9225,191,,9
9226,34406,"

",10
9227,2614,www,8
9228,4862,[',11
9229,534,"

",7
9230,191,,7
9231,191,,16
9232,216,�,18
9233,248, a,10
9234,2614,www,6
9235,34406,"

",14
9236,28,:,100
9237,65,_,100
9238,248, a,8
9239,248, a,7
9240,248, a,13
9241,2614,www,8
9242,2386,.',100
9243,534,"

",8
9244,248, a,14
9245,20882, animated,6
9246,12809, Sometimes,97
9247,191,,6
9248,302,id,100
9249,191,,8
9250,2865, received,95
9251,34406,"

",9
9252,191,,10
9253,191,,17
9254,534,"

",8
9255,191,,6
9256,22,4,67
9257,1477, pass,33
9258,670, when,7
9259,34406,"

",8
9260,248, a,12
9261,5374, heavy,100
9262,191,,8
9263,3202, necessary,10
9264,215,�,100
9265,534,"

",8
9266,4862,[',100
9267,5369, Oh,74
9268,14759, Pow,86
9269,191,,12
9270,191,,12
9271,2762,^\,77
9272,4341, phone,100
9273,254, the,100
9274,534,"

",7
9275,348, as,100
9276,191,,14
9277,286, and,40
9278,1362, day,100
9279,33920, PlayStation,24
9280,7810, EX,100
9281,4519,index,100
9282,191,,6
9283,248, a,10
9284,6920, quiet,100
9285,191,,7
9286,248, a,6
9287,248, a,9
9288,276, in,100
9289,34406,"

",9
9290,248, a,10
9291,25,7,35
9292,2834,AB,100
9293,8075, responsibility,100
9294,191,,15
9295,191,,10
9296,16,.,100
9297,191,,8
9298,191,,9
9299,191,,9
9300,34406,"

",9
9301,13203, WE,100
9302,15,-,100
9303,191,,12
9304,191,,9
9305,191,,9
9306,534,"

",7
9307,1929,cont,30
9308,647,"
       ",46
9309,1447, opt,53
9310,6892, +=,100
9311,34406,"

",8
9312,457,’,6
9313,248, a,14
9314,534,"

",8
9315,2614,www,8
9316,191,,10
9317,191,,12
9318,191,,10
9319,191,,11
9320,625,'t,62
9321,34406,"

",12
9322,248, a,12
9323,191,,8
9324,2614,www,8
9325,11842, cheese,100
9326,534,"

",6
9327,248, a,11
9328,6868, Tur,66
9329,248, a,9
9330,191,,11
9331,248, a,11
9332,248, a,6
9333,4343, allows,90
9334,534,"

",8
9335,248, a,11
9336,295, re,100
9337,5256, ensure,99
9338,5,#,100
9339,191,,10
9340,9928,Many,100
9341,248, a,8
9342,191,,10
9343,191,,11
9344,191,,10
9345,275,ar,12
9346,353, it,16
9347,191,,12
9348,16,.,100
9349,12214,Di,10
9350,248, a,11
9351,7577,Source,10
9352,248, a,6
9353,191,,11
9354,191,,11
9355,2497, service,100
9356,248, a,7
9357,15,-,97
9358,248, a,9
9359,13574, transparent,7
9360,34406,"

",12
9361,191,,11
9362,7696, hal,62
9363,28933, '.,8
9364,14502, USB,100
9365,15,-,36
9366,615, their,30
9367,20298, ctx,7
9368,1500, significant,15
9369,27985, elif,100
9370,191,,10
9371,191,,10
9372,248, a,13
9373,191,,10
9374,532, but,99
9375,248, a,8
9376,28,:,11
9377,4848, safe,100
9378,248, a,12
9379,248, a,6
9380,80,n,100
9381,248, a,10
9382,248, a,10
9383,19713, Mach,100
9384,457,’,100
9385,248, a,7
9386,558, +,100
9387,11225, Rh,58
9388,1787,ID,100
9389,191,,7
9390,191,,10
9391,191,,8
9392,5846, handle,100
9393,34406,"

",10
9394,191,,8
9395,15,-,93
9396,662,we,100
9397,6163, library,94
9398,6429, join,100
9399,191,,11
9400,248, a,7
9401,191,,11
9402,494,able,100
9403,1670,____,33
9404,191,,9
9405,347," """,72
9406,191,,9
9407,20,2,17
9408,2501, money,49
9409,426, =,100
9410,530,one,16
9411,15,-,100
9412,191,,9
9413,191,,9
9414,437,ell,18
9415,191,,7
9416,6715, filled,100
9417,248, a,15
9418,191,,9
9419,826, This,6
9420,248, a,15
9421,248, a,6
9422,286, and,99
9423,28933, '.,7
9424,191,,10
9425,191,,15
9426,10119,rig,9
9427,191,,6
9428,10452, Ray,100
9429,191,,8
9430,7742, climate,100
9431,191,,13
9432,191,,13
9433,407, by,100
9434,248, a,11
9435,191,,7
9436,191,,7
9437,191,,8
9438,248, a,6
9439,191,,9
9440,191,,10
9441,254, the,20
9442,191,,10
9443,34406,"

",8
9444,248, a,10
9445,1012, now,100
9446,191,,11
9447,191,,7
9448,248, a,9
9449,191,,10
9450,191,,10
9451,191,,12
9452,191,,8
9453,34406,"

",10
9454,191,,11
9455,191,,9
9456,191,,13
9457,191,,10
9458,191,,8
9459,276, in,24
9460,191,,8
9461,256,at,24
9462,191,,12
9463,282, to,100
9464,4306, drive,99
9465,191,,11
9466,191,,9
9467,191,,13
9468,248, a,8
9469,191,,11
9470,34406,"

",10
9471,191,,8
9472,15,-,27
9473,191,,8
9474,37810, lp,9
9475,191,,10
9476,191,,12
9477,3720, dead,100
9478,977, right,100
9479,191,,10
9480,191,,9
9481,282, to,100
9482,191,,10
9483,12506, headed,87
9484,7716, native,7
9485,3032, seems,100
9486,3525, World,100
9487,22284, CONDITIONS,100
9488,428, -,56
9489,191,,15
9490,28933, '.,7
9491,191,,8
9492,490, ab,100
9493,10603, dict,100
9494,11267, Cur,100
9495,191,,7
9496,3454," },",11
9497,248, a,15
9498,6907, entirely,99
9499,191,,11
9500,5,#,55
9501,3377, force,100
9502,248, a,7
9503,191,,9
9504,286, and,72
9505,248, a,9
9506,191,,8
9507,191,,10
9508,2614,www,8
9509,15,-,100
9510,34406,"

",10
9511,534,"

",9
9512,191,,10
9513,248, a,7
9514,1194,app,100
9515,191,,15
9516,34406,"

",8
9517,191,,9
9518,248, a,7
9519,2845, ur,100
9520,191,,7
9521,34406,"

",12
9522,191,,11
9523,282, to,100
9524,13259, discount,100
9525,3933,from,47
9526,191,,10
9527,303,ot,18
9528,1182,sh,100
9529,286, and,55
9530,191,,7
9531,248, a,7
9532,272, an,100
9533,248, a,7
9534,465, k,77
9535,191,,8
9536,647,"
       ",15
9537,2614,www,8
9538,5690, entry,41
9539,248, a,9
9540,2614,www,8
9541,1554,name,7
9542,647,"
       ",68
9543,10593, Ol,56
9544,191,,9
9545,191,,9
9546,1855,add,100
9547,248, a,8
9548,191,,11
9549,191,,7
9550,2614,www,8
9551,17,/,100
9552,5100, floor,100
9553,191,,9
9554,534,"

",8
9555,3057,reet,7
9556,65,_,100
9557,248, a,8
9558,2622, below,34
9559,248, a,10
9560,34406,"

",9
9561,191,,7
9562,2614,www,8
9563,191,,7
9564,191,,12
9565,4325, extra,100
9566,7648, Ir,65
9567,10240, Middle,100
9568,191,,14
9569,191,,12
9570,14,",",100
9571,374, 2,44
9572,2374, check,93
9573,2323, Mar,100
9574,1258, Let,65
9575,2614,www,8
9576,248, a,13
9577,348, as,100
9578,248, a,14
9579,5258, Black,94
9580,5189, capital,100
9581,8382,dat,100
9582,191,,13
9583,85,s,94
9584,7032, pages,7
9585,321, be,96
9586,191,,7
9587,248, a,6
9588,191,,13
9589,191,,8
9590,9011, Iraq,39
9591,26578, dessert,82
9592,21775,airo,15
9593,191,,9
9594,769, “,59
9595,34406,"

",12
9596,9123, helpful,11
9597,191,,11
9598,27458, lightweight,5
9599,191,,7
9600,6979, lose,100
9601,191,,9
9602,191,,10
9603,2614,www,9
9604,191,,9
9605,248, a,11
9606,1773, water,100
9607,7407, Tor,89
9608,248, a,11
9609,282, to,100
9610,191,,7
9611,5,#,100
9612,191,,9
9613,248, a,11
9614,248, a,10
9615,191,,8
9616,191,,9
9617,4446, ax,100
9618,2218, access,100
9619,248, a,12
9620,248, a,9
9621,191,,10
9622,6394, camera,22
9623,28,:,100
9624,3742,σ,10
9625,188,"
",100
9626,254, the,100
9627,34406,"

",9
9628,2034, means,100
9629,248, a,10
9630,534,"

",9
9631,191,,13
9632,191,,9
9633,30934, strive,73
9634,248, a,11
9635,191,,5
9636,191,,10
9637,191,,9
9638,191,,9
9639,17956,ktop,10
9640,15,-,100
9641,276, in,100
9642,191,,9
9643,3005, lines,48
9644,382,ist,100
9645,191,,9
9646,34406,"

",8
9647,11861, tips,95
9648,34406,"

",8
9649,191,,12
9650,248, a,7
9651,248, a,8
9652,191,,12
9653,3629, nature,100
9654,191,,11
9655,248, a,9
9656,248, a,8
9657,248, a,7
9658,191,,10
9659,191,,8
9660,34406,"

",8
9661,191,,11
9662,191,,10
9663,534,"

",8
9664,1518, mult,100
9665,3376,ENT,24
9666,22191,################################,10
9667,191,,11
9668,28933, '.,7
9669,4675, Em,83
9670,191,,10
9671,274, of,100
9672,13972,PRE,23
9673,248, a,8
9674,2614,www,8
9675,2614,www,8
9676,191,,12
9677,191,,12
9678,16,.,31
9679,191,,10
9680,248, a,12
9681,26467,аг,15
9682,191,,9
9683,248, a,9
9684,343, with,100
9685,1554,name,100
9686,7813, Er,82
9687,28933, '.,7
9688,3418, questions,36
9689,34406,"

",9
9690,191,,8
9691,647,"
       ",98
9692,248, a,10
9693,191,,10
9694,3458, effective,100
9695,3839,path,42
9696,507,ans,100
9697,33,?,100
9698,191,,7
9699,2614,www,8
9700,9431,"""]",26
9701,30661,orporated,35
9702,34406,"

",11
9703,248, a,11
9704,191,,9
9705,2614,www,8
9706,254, the,61
9707,248, a,7
9708,2710, heart,6
9709,191,,9
9710,12263, guitar,16
9711,4623, __,100
9712,276, in,93
9713,248, a,7
9714,248, a,13
9715,249,he,100
9716,191,,10
9717,191,,7
9718,5636,hi,71
9719,191,,19
9720,248, a,10
9721,2614,www,8
9722,2614,www,8
9723,191,,10
9724,1703, claim,88
9725,191,,12
9726,34406,"

",10
9727,2758, city,4
9728,191,,7
9729,191,,9
9730,191,,8
9731,191,,12
9732,191,,13
9733,191,,10
9734,34406,"

",7
9735,191,,14
9736,248, a,8
9737,4349, buy,100
9738,8646, Acc,83
9739,191,,8
9740,331, C,97
9741,37,C,100
9742,534,"

",8
9743,191,,10
9744,4811, died,100
9745,248, a,100
9746,248, a,15
9747,274, of,40
9748,20298, ctx,7
9749,2728, York,100
9750,248, a,7
9751,2614,www,8
9752,191,,9
9753,191,,9
9754,2057, full,100
9755,191,,8
9756,324, for,42
9757,191,,16
9758,16710, receipt,5
9759,324, for,100
9760,191,,17
9761,254, the,92
9762,34406,"

",10
9763,4098, Sw,100
9764,368, you,100
9765,248, a,7
9766,534,"

",100
9767,191,,11
9768,768, cons,96
9769,7154, cos,100
9770,191,,9
9771,191,,10
9772,33809,SUM,12
9773,191,,7
9774,248, a,10
9775,9060, raw,100
9776,191,,17
9777,2151, enough,100
9778,2614,www,7
9779,2614,www,8
9780,14,",",16
9781,191,,12
9782,191,,13
9783,417, not,14
9784,191,,8
9785,248, a,8
9786,1770, men,99
9787,2614,www,8
9788,191,,11
9789,191,,9
9790,2614,www,8
9791,603, if,9
9792,248, a,9
9793,248, a,10
9794,2614,www,8
9795,403, are,69
9796,2614,www,8
9797,63,],100
9798,3158,"
                                ",25
9799,191,,11
9800,191,,11
9801,1840, problem,100
9802,10837, Dar,68
9803,2614,www,8
9804,15,-,100
9805,13621, cancel,85
9806,10,(,29
9807,286, and,100
9808,3379, video,100
9809,6975, raise,100
9810,191,,8
9811,7296, Scott,97
9812,191,,7
9813,191,,6
9814,191,,11
9815,2102, already,100
9816,191,,12
9817,603, if,4
9818,7846, proved,56
9819,191,,12
9820,191,,12
9821,248, a,8
9822,477,"
   ",99
9823,8380,find,100
9824,191,,8
9825,539, int,100
9826,191,,10
9827,4335, wife,98
9828,276, in,62
9829,534,"

",9
9830,276, in,100
9831,191,,7
9832,4334, por,6
9833,191,,12
9834,191,,15
9835,387, at,100
9836,191,,11
9837,191,,8
9838,13186, custody,36
9839,8,&,100
9840,248, a,9
9841,34406,"

",11
9842,534,"

",7
9843,191,,12
9844,1628, left,100
9845,248, a,9
9846,6934, River,100
9847,6149,run,11
9848,3933,from,6
9849,191,,11
9850,534,"

",6
9851,65,_,100
9852,2479, research,11
9853,191,,6
9854,248, a,9
9855,191,,9
9856,8229, Who,53
9857,191,,15
9858,191,,8
9859,11638, Bal,91
9860,191,,11
9861,248, a,6
9862,191,,11
9863,3177, sense,100
9864,534,"

",6
9865,2713, weight,100
9866,191,,14
9867,248, a,7
9868,191,,10
9869,534,"

",9
9870,1577, turn,100
9871,191,,14
9872,191,,8
9873,4633, British,97
9874,3427, written,100
9875,248, a,11
9876,16,.,100
9877,444, E,100
9878,2614,www,8
9879,2506, Gen,100
9880,684, ',100
9881,191,,10
9882,1277,amp,37
9883,191,,10
9884,15,-,100
9885,191,,14
9886,13484, pap,44
9887,408,ill,100
9888,8697, originally,95
9889,191,,11
9890,34406,"

",10
9891,191,,13
9892,248, a,8
9893,191,,8
9894,191,,8
9895,248, a,7
9896,191,,10
9897,534,"

",9
9898,1684, cap,13
9899,2614,www,8
9900,14,",",100
9901,412,op,100
9902,191,,8
9903,5455, Sy,80
9904,248, a,11
9905,3533, determine,100
9906,248, a,9
9907,191,,6
9908,248, a,9
9909,191,,16
9910,191,,11
9911,633, your,56
9912,14,",",100
9913,14,",",100
9914,356, al,100
9915,248, a,10
9916,1364, last,100
9917,6450, bright,100
9918,2614,www,8
9919,3759, speed,100
9920,2488, complex,100
9921,191,,9
9922,34406,"

",7
9923,191,,8
9924,191,,13
9925,5758, minimum,12
9926,86,t,90
