,token_idx,token_str,count
1593,191,,7
1594,534,"

",9
1595,2072, business,5
1596,191,,9
1597,191,,8
1598,254, the,3
1599,5582, despite,45
1600,248, a,7
1601,6075, CR,100
1602,191,,9
1603,248, a,8
1604,1021,sp,31
1605,191,,10
1606,10,(,100
1607,16856,****************************************************************,29
1608,683, than,100
1609,191,,12
1610,39809, Gamb,17
1611,2228, however,100
1612,658, sc,100
1613,34406,"

",12
1614,4893, basic,100
1615,457,’,100
1616,3753, behavior,86
1617,191,,8
1618,4150, hundred,40
1619,248, a,9
1620,888, back,100
1621,7,%,55
1622,1554,name,10
1623,248, a,8
1624,248, a,10
1625,4647, blue,50
1626,191,,14
1627,5665,る,39
1628,248, a,8
1629,869, between,100
1630,191,,11
1631,534,"

",8
1632,191,,13
1633,3364, easy,100
1634,191,,11
1635,191,,9
1636,3580,oe,17
1637,349,ch,20
1638,191,,7
1639,34406,"

",8
1640,6475, lov,46
1641,2614,www,7
1642,5499, belong,77
1643,31723, Pract,19
1644,188,"
",100
1645,34406,"

",8
1646,191,,7
1647,191,,8
1648,248, a,15
1649,191,,8
1650,191,,7
1651,248, a,7
1652,34406,"

",9
1653,8414,module,100
1654,3021, card,100
1655,1180, For,100
1656,5013,CS,19
1657,191,,7
1658,534,"

",7
1659,2614,www,5
1660,191,,11
1661,8832, Home,62
1662,191,,11
1663,34406,"

",9
1664,191,,9
1665,34406,"

",11
1666,191,,9
1667,191,,9
1668,826, This,100
1669,248, a,15
1670,191,,11
1671,322,ur,100
1672,28933, '.,7
1673,191,,13
1674,191,,9
1675,248, a,11
1676,353, it,8
1677,248, a,100
1678,248, a,8
1679,394,th,9
1680,248, a,16
1681,191,,9
1682,191,,10
1683,191,,7
1684,2614,www,8
1685,15,-,100
1686,191,,17
1687,2195,eps,100
1688,248, a,21
1689,311, is,100
1690,1743,ari,5
1691,4318, Int,99
1692,248, a,11
1693,191,,10
1694,1262,self,100
1695,122,�,26
1696,9259, facility,85
1697,191,,13
1698,34406,"

",6
1699,441, us,100
1700,248, a,8
1701,191,,5
1702,191,,10
1703,22191,################################,16
1704,191,,8
1705,78,l,100
1706,191,,9
1707,534,"

",8
1708,18,0,59
1709,191,,12
1710,470, 0,32
1711,9067, rain,100
1712,248, a,9
1713,191,,10
1714,561, out,100
1715,191,,10
1716,926,"
           ",47
1717,248, a,6
1718,28933, '.,8
1719,21,3,100
1720,3457,param,100
1721,534,"

",10
1722,191,,8
1723,18,0,100
1724,191,,8
1725,34406,"

",9
1726,191,,10
1727,248, a,6
1728,248, a,8
1729,191,,7
1730,191,,10
1731,34406,"

",10
1732,191,,10
1733,2614,www,8
1734,5258, Black,8
1735,34406,"

",9
1736,282, to,100
1737,2614,www,8
1738,324, for,100
1739,28933, '.,7
1740,457,’,100
1741,248, a,13
1742,248, a,8
1743,2945, million,67
1744,34406,"

",10
1745,191,,9
1746,368, you,74
1747,1470, post,100
1748,2614,www,8
1749,248, a,8
1750,191,,7
1751,593, so,100
1752,2614,www,7
1753,77,k,100
1754,5837, bill,100
1755,534,"

",7
1756,25,7,27
1757,191,,8
1758,2614,www,8
1759,2626, anything,100
1760,34406,"

",11
1761,10834,fi,83
1762,477,"
   ",91
1763,191,,9
1764,65,_,95
1765,191,,11
1766,191,,8
1767,4104, failed,100
1768,534,"

",9
1769,10096, xml,25
1770,248, a,8
1771,188,"
",6
1772,2614,www,8
1773,11805, foods,6
1774,191,,12
1775,20298, ctx,8
1776,2835, story,100
1777,4928, civil,100
1778,16,.,85
1779,756, only,100
1780,191,,7
1781,607, 5,24
1782,191,,11
1783,191,,7
1784,248, a,17
1785,2614,www,7
1786,2462, changes,100
1787,248, a,12
1788,343, with,7
1789,14,",",100
1790,191,,9
1791,3166,OL,100
1792,534,"

",8
1793,191,,9
1794,248, a,9
1795,1139,text,100
1796,303,ot,100
1797,34406,"

",11
1798,16381, shower,100
1799,2614,www,8
1800,353, it,100
1801,34406,"

",9
1802,191,,9
1803,248, a,21
1804,10480, payments,53
1805,7713, assigned,7
1806,819, such,100
1807,191,,8
1808,2614,www,8
1809,611, ev,54
1810,248, a,8
1811,5147, comparison,98
1812,254, the,100
1813,261, c,100
1814,2614,www,8
1815,534,"

",7
1816,2614,www,8
1817,403, are,59
1818,191,,9
1819,17956,ktop,9
1820,191,,9
1821,248, a,11
1822,784,get,43
1823,15,-,100
1824,534,"

",7
1825,7760, annual,100
1826,2631, nothing,100
1827,191,,7
1828,191,,12
1829,191,,8
1830,191,,10
1831,1468, sl,100
1832,191,,8
1833,15983,delete,100
1834,34406,"

",11
1835,6333, flat,100
1836,191,,8
1837,534,"

",100
1838,2614,www,7
1839,16,.,100
1840,28933, '.,7
1841,191,,7
1842,6031, DE,100
1843,2614,www,8
1844,5071,的,100
1845,191,,10
1846,248, a,6
1847,314, (,100
1848,191,,9
1849,818, add,10
1850,2421, University,100
1851,641, no,54
1852,254, the,97
1853,258,en,100
1854,38,D,100
1855,2614,www,9
1856,256,at,28
1857,534,"

",8
1858,2722, close,100
1859,248, a,15
1860,191,,8
1861,2614,www,8
1862,191,,9
1863,248, a,14
1864,834,ating,24
1865,28933, '.,7
1866,248, a,8
1867,248, a,10
1868,7045, fuel,100
1869,191,,8
1870,2614,www,6
1871,191,,9
1872,191,,12
1873,248, a,7
1874,570,ia,4
1875,534,"

",10
1876,15957,rik,36
1877,191,,9
1878,20298, ctx,9
1879,8064, Copyright,100
1880,191,,13
1881,248, a,8
1882,191,,18
1883,248, a,12
1884,191,,10
1885,85,s,69
1886,248, a,6
1887,191,,9
1888,191,,8
1889,390, or,62
1890,248, a,6
1891,191,,11
1892,191,,9
1893,4207,exp,19
1894,191,,13
1895,248, a,8
1896,25,7,13
1897,191,,7
1898,191,,8
1899,5532, ideas,100
1900,534,"

",7
1901,191,,13
1902,22191,################################,20
1903,17,/,100
1904,81,o,100
1905,16,.,100
1906,534,"

",10
1907,191,,8
1908,12962,lat,22
1909,534,"

",7
1910,191,,10
1911,3779, La,100
1912,353, it,100
1913,17511, skilled,73
1914,3108, behind,100
1915,4186, From,99
1916,34406,"

",6
1917,865, know,100
1918,191,,8
1919,191,,8
1920,624, more,100
1921,191,,7
1922,191,,15
1923,34406,"

",10
1924,282, to,98
1925,3934,call,100
1926,191,,11
1927,4517, Che,100
1928,191,,10
1929,286, and,97
1930,191,,7
1931,191,,6
1932,8025,sen,13
1933,4347, Department,24
1934,248, a,7
1935,191,,14
1936,191,,8
1937,1916, build,100
1938,191,,8
1939,191,,8
1940,34406,"

",9
1941,1205, while,100
1942,248, a,8
1943,248, a,7
1944,191,,11
1945,191,,10
1946,960, using,83
1947,191,,7
1948,34406,"

",11
1949,191,,8
1950,6497,matrix,8
1951,65,_,57
1952,276, in,45
1953,545, en,100
1954,191,,9
1955,16,.,100
1956,248, a,8
1957,2421, University,9
1958,34406,"

",9
1959,2099, game,100
1960,191,,8
1961,22161,policy,7
1962,191,,10
1963,10469, til,4
1964,17956,ktop,8
1965,3497, Go,100
1966,191,,11
1967,2614,www,8
1968,248, a,8
1969,191,,9
1970,191,,9
1971,248, a,8
1972,2660, approach,100
1973,1970, tell,100
1974,864,</,82
1975,254, the,100
1976,191,,13
1977,191,,12
1978,2614,www,7
1979,4658, skin,71
1980,191,,9
1981,191,,12
1982,191,,10
1983,1985, previous,100
1984,191,,8
1985,2662, request,100
1986,274, of,100
1987,34406,"

",15
1988,19,1,17
1989,1807,plic,73
1990,191,,19
1991,248, a,7
1992,685, ro,100
1993,28933, '.,8
1994,4717, score,100
1995,248, a,12
1996,191,,11
1997,191,,8
1998,191,,14
1999,34406,"

",9
2000,191,,9
2001,191,,10
2002,191,,9
2003,191,,10
2004,191,,10
2005,248, a,15
2006,248, a,19
2007,254, the,7
2008,191,,9
2009,191,,9
2010,309, T,50
2011,20,2,57
2012,3764, express,100
2013,191,,9
2014,248, a,11
2015,270, f,100
2016,191,,10
2017,191,,9
2018,248, a,10
2019,191,,7
2020,191,,8
2021,8626,args,100
2022,191,,8
2023,9405,"
              ",49
2024,191,,16
2025,191,,10
2026,935, var,37
2027,276, in,100
2028,248, a,8
2029,191,,11
2030,248, a,7
2031,248, a,9
2032,11,),19
2033,65,_,100
2034,248, a,8
2035,1819, file,13
2036,1637, less,100
2037,2374, check,100
2038,191,,12
2039,191,,9
2040,191,,7
2041,16,.,100
2042,534,"

",7
2043,353, it,100
2044,18267, Mobile,9
2045,191,,8
2046,191,,9
2047,191,,10
2048,274, of,100
2049,191,,10
2050,191,,8
2051,14,",",100
2052,191,,15
2053,534,"

",6
2054,248, a,10
2055,248, a,12
2056,15313, np,100
2057,600,so,100
2058,34406,"

",10
2059,191,,5
2060,1090, years,74
2061,248, a,8
2062,191,,8
2063,2614,www,8
2064,8095, rid,100
2065,753,ian,100
2066,534,"

",6
2067,2614,www,7
2068,16809,"."",",51
2069,248, a,9
2070,191,,10
2071,191,,11
2072,2614,www,9
2073,14125, Interestingly,14
2074,6765, chair,5
2075,2614,www,8
2076,6193, Met,100
2077,191,,11
2078,366,ate,16
2079,4631, progress,100
2080,191,,6
2081,534,"

",7
2082,248, a,6
2083,14,",",98
2084,191,,18
2085,65,_,65
2086,12383,ivariate,19
2087,10198, Android,100
2088,413,ke,100
2089,457,’,83
2090,191,,10
2091,34406,"

",9
2092,997, look,100
2093,191,,6
2094,18,0,34
2095,191,,14
2096,191,,8
2097,38006,Detect,16
2098,368, you,100
2099,6048,node,31
2100,3026, environment,5
2101,191,,11
2102,191,,7
2103,191,,10
2104,191,,9
2105,34406,"

",11
2106,191,,10
2107,1041, make,57
2108,191,,9
2109,6022, Ber,79
2110,191,,7
2111,191,,9
2112,2614,www,8
2113,5527, challenge,100
2114,20298, ctx,6
2115,2094, short,100
2116,191,,9
2117,191,,13
2118,2117, told,100
2119,534,"

",7
2120,8829, Three,46
2121,188,"
",100
2122,348, as,100
2123,191,,8
2124,6754, lived,99
2125,274, of,100
2126,534,"

",8
2127,26536,inx,30
2128,191,,10
2129,34406,"

",11
2130,769, “,75
2131,248, a,7
2132,2192,):,20
2133,27915,argv,100
2134,11576, compute,7
2135,729, them,25
2136,28933, '.,7
2137,191,,12
2138,4107, gives,66
2139,191,,8
2140,191,,12
2141,191,,10
2142,191,,7
2143,282, to,19
2144,191,,10
2145,248, a,10
2146,2614,www,8
2147,20298, ctx,6
2148,34406,"

",9
2149,191,,9
2150,2614,www,8
2151,1862, give,100
2152,2909, THE,100
2153,2207, review,100
2154,11756,parse,100
2155,191,,11
2156,191,,11
2157,257, s,34
2158,248, a,6
2159,338, 1,20
2160,191,,11
2161,248, a,7
2162,191,,10
2163,23448,ICO,49
2164,248, a,9
2165,11,),100
2166,3256, simply,100
2167,8866,)],68
2168,254, the,100
2169,4133, divided,76
2170,3925, center,9
2171,4890, Washington,96
2172,248, a,18
2173,3265, issues,90
2174,191,,9
2175,286, and,15
2176,2614,www,8
2177,248, a,6
2178,2719,""")",100
2179,534,"

",7
2180,248, a,96
2181,663, who,22
2182,191,,8
2183,534,"

",7
2184,191,,10
2185,191,,9
2186,1265, gl,100
2187,248, a,8
2188,5891, Over,68
2189,191,,9
2190,4488, vs,100
2191,191,,10
2192,11916," """"""",81
2193,15,-,100
2194,191,,10
2195,7323, rare,100
2196,2614,www,7
2197,534,"

",8
2198,191,,12
2199,3489, select,100
2200,191,,7
2201,191,,7
2202,34406,"

",13
2203,2601, flow,20
2204,191,,7
2205,2614,www,8
2206,248, a,29
2207,191,,10
2208,24,6,26
2209,16,.,10
2210,514,act,100
2211,3819, practice,100
2212,191,,9
2213,368, you,12
2214,534,"

",9
2215,191,,11
2216,191,,8
2217,2614,www,8
2218,34406,"

",14
2219,9852, loan,100
2220,191,,11
2221,248, a,18
2222,191,,13
2223,4895, maybe,100
2224,248, a,6
2225,248, a,6
2226,191,,12
2227,34406,"

",9
2228,7695, Max,7
2229,191,,9
2230,314, (,97
2231,191,,10
2232,248, a,21
2233,20298, ctx,8
2234,248, a,7
2235,1016,uc,100
2236,3530,Not,100
2237,191,,8
2238,191,,7
2239,191,,8
2240,19,1,34
2241,191,,12
2242,248, a,11
2243,191,,12
2244,3860, security,100
2245,9839, urban,100
2246,9049,Handler,8
2247,191,,8
2248,8500, BE,100
2249,191,,8
2250,712, Y,100
2251,248, a,6
2252,8304, integrated,11
2253,534,"

",10
2254,248, a,14
2255,191,,11
2256,338, 1,7
2257,1551,"(""",100
2258,14,",",100
2259,3468, directly,100
2260,2614,www,8
2261,191,,15
2262,534,"

",9
2263,191,,11
2264,16,.,100
2265,248, a,13
2266,28933, '.,7
2267,191,,11
2268,191,,16
2269,248, a,9
2270,2614,www,8
2271,191,,7
2272,191,,11
2273,191,,7
2274,191,,9
2275,248, a,11
2276,3983, attention,100
2277,191,,10
2278,191,,9
2279,191,,9
2280,34406,"

",9
2281,191,,8
2282,2614,www,8
2283,248, a,7
2284,248, a,7
2285,747, like,8
2286,2696, considered,100
2287,495, 3,100
2288,191,,18
2289,22191,################################,14
2290,534,"

",7
2291,248, a,10
2292,191,,10
2293,77,k,11
2294,6032, Lord,100
2295,1581, list,100
2296,191,,11
2297,498,cl,22
2298,1392,ify,26
2299,14235, arts,9
2300,9607, password,100
2301,19147, gallery,100
2302,4886, Don,100
2303,191,,8
2304,2614,www,8
2305,191,,8
2306,2614,www,7
2307,191,,9
2308,2917, significantly,94
2309,191,,11
2310,191,,7
2311,191,,9
2312,2591, social,100
2313,254, the,100
2314,191,,6
2315,318,ac,100
2316,191,,6
2317,191,,11
2318,1509,ral,19
2319,1901, represent,82
2320,28933, '.,7
2321,191,,11
2322,248, a,7
2323,191,,10
2324,2101, though,74
2325,2614,www,9
2326,3607, mis,100
2327,546,ice,37
2328,191,,11
2329,942, people,42
2330,191,,11
2331,248, a,9
2332,314, (,100
2333,191,,12
2334,191,,8
2335,248, a,7
2336,3635, Sim,73
2337,14519,�,72
2338,191,,9
2339,534,"

",8
2340,191,,11
2341,34406,"

",10
2342,3891,za,100
2343,248, a,7
2344,15418, Kh,65
2345,191,,8
2346,210, ,100
2347,191,,7
2348,191,,9
2349,191,,8
2350,191,,9
2351,248, a,7
2352,248, a,16
2353,4436, email,100
2354,417, not,100
2355,9692, rooms,75
2356,191,,9
2357,191,,10
2358,34406,"

",11
2359,191,,6
2360,191,,8
2361,640,ors,100
2362,1708, top,100
2363,248, a,6
2364,83,q,100
2365,248, a,9
2366,1952, else,100
2367,2614,www,8
2368,191,,8
2369,28933, '.,7
2370,191,,8
2371,2614,www,8
2372,191,,9
2373,1358,"',",32
2374,34406,"

",9
2375,191,,10
2376,191,,10
2377,497, were,71
2378,191,,9
2379,191,,17
2380,191,,10
2381,191,,10
2382,2211, course,12
2383,248, a,14
2384,2740, Christ,100
2385,13570, Radio,5
2386,191,,7
2387,13281,NI,15
2388,20298, ctx,12
2389,2614,www,7
2390,605,ang,100
2391,191,,10
2392,248, a,7
2393,4608,Error,100
2394,248, a,13
2395,5372, wood,17
2396,351,ter,100
2397,191,,9
2398,28933, '.,7
2399,5066, Also,99
2400,248, a,13
2401,191,,9
2402,2614,www,8
2403,191,,7
2404,248, a,9
2405,2986, film,93
2406,28933, '.,7
2407,17853, soup,100
2408,191,,10
2409,191,,14
2410,65,_,100
2411,191,,12
2412,248, a,13
2413,248, a,11
2414,3854, brought,100
2415,191,,9
2416,191,,9
2417,9564, anywhere,100
2418,248, a,8
2419,34406,"

",11
2420,13109, lucky,100
2421,8870, Software,11
2422,534,"

",9
2423,14,",",100
2424,191,,8
2425,20857,pages,33
2426,34406,"

",10
2427,191,,13
2428,2960, contact,100
2429,889, use,100
2430,191,,5
2431,191,,10
2432,848, 8,16
2433,24832,dialog,100
2434,191,,8
2435,191,,8
2436,5389, List,100
2437,531,ip,100
2438,191,,7
2439,348, as,100
2440,3135, page,27
2441,6942,According,87
2442,248, a,8
2443,11,),27
2444,1187,eng,100
2445,18,0,25
2446,191,,9
2447,191,,8
2448,758, under,100
2449,7151, doctor,87
2450,191,,10
2451,2286, night,100
2452,191,,7
2453,286, and,84
2454,436, this,71
2455,1760, Sc,100
2456,248, a,8
2457,6024, lit,44
2458,15,-,17
2459,248, a,9
2460,191,,14
2461,248, a,19
2462,191,,7
2463,6441, muscle,100
2464,2951, link,100
2465,20298, ctx,11
2466,191,,9
2467,374, 2,41
2468,9201, copyright,100
2469,19324,ulus,8
2470,191,,10
2471,248, a,6
2472,314, (,19
2473,1081, both,100
2474,191,,9
2475,34406,"

",13
2476,191,,17
2477,2614,www,8
2478,248, a,9
2479,7178,mi,33
2480,2192,):,100
2481,248, a,11
2482,191,,10
2483,5398, rock,100
2484,975, system,100
2485,191,,8
2486,1907, organ,79
2487,3722,De,9
2488,2953, Med,100
2489,2452, separ,25
2490,4540, connect,100
2491,2614,www,8
2492,8738, realize,100
2493,191,,12
2494,191,,9
2495,191,,12
2496,191,,7
2497,2614,www,8
2498,684, ',43
2499,2614,www,8
2500,4209,athe,14
2501,379,her,100
2502,1301, �,48
2503,191,,10
2504,191,,10
2505,282, to,9
2506,18194, Ward,59
2507,1264,br,100
2508,1554,name,30
2509,191,,9
2510,191,,11
2511,3989, highly,100
2512,191,,8
2513,34406,"

",12
2514,191,,7
2515,191,,6
2516,191,,9
2517,191,,9
2518,1800, #,100
2519,34406,"

",11
2520,22779, Lot,61
2521,496, In,88
2522,534,"

",7
2523,191,,10
2524,2614,www,8
2525,1767, change,7
2526,191,,6
2527,16,.,100
2528,191,,8
2529,9380, owned,100
2530,81,o,11
2531,31,=,7
2532,534,"

",7
2533,34406,"

",15
2534,191,,7
2535,191,,17
2536,2614,www,8
2537,748, what,99
2538,7262, fans,30
2539,2614,www,7
2540,191,,9
2541,2409,ones,8
2542,10926,ologically,45
2543,191,,11
2544,248, a,6
2545,191,,7
2546,191,,10
2547,248, a,8
2548,15,-,100
2549,248, a,12
2550,15039, WARRANTIES,100
2551,2974, population,100
2552,34406,"

",7
2553,534,"

",7
2554,240,�,100
2555,191,,10
2556,1520,AL,90
2557,191,,11
2558,248, a,15
2559,888, back,45
2560,33417, sq,100
2561,76,j,100
2562,248, a,7
2563,390, or,93
2564,248, a,9
2565,14515, ------------------------------------------------,42
2566,22191,################################,11
2567,13,+,10
2568,7833,event,100
2569,6692, session,100
2570,191,,10
2571,191,,6
2572,191,,10
2573,841, after,100
2574,191,,11
2575,2614,www,8
2576,191,,10
2577,248, a,9
2578,2023, provide,95
2579,191,,7
2580,1668, old,41
2581,597, up,100
2582,610, K,10
2583,16,.,97
2584,1674, invest,100
2585,11380, personally,100
2586,10196, Luc,35
2587,534,"

",8
2588,665, any,41
2589,44736,aggreg,39
2590,191,,9
2591,534,"

",8
2592,191,,15
2593,191,,9
2594,263,it,12
2595,191,,9
2596,19,1,31
2597,191,,9
2598,191,,8
2599,6408, CA,24
2600,476, can,100
2601,1824, least,100
2602,14,",",51
2603,248, a,14
2604,505,ast,100
2605,248, a,9
2606,70,d,18
2607,191,,9
2608,8117, explore,5
2609,22191,################################,9
2610,744, },100
2611,28933, '.,7
2612,191,,13
2613,282, to,100
2614,31,=,100
2615,18050,(__,100
2616,34406,"

",11
2617,534,"

",8
2618,191,,8
2619,191,,9
2620,6217, farm,62
2621,593, so,58
2622,191,,11
2623,191,,10
2624,191,,7
2625,306, g,100
2626,75,i,100
2627,1078,air,100
2628,191,,11
2629,191,,9
2630,191,,7
2631,353, it,19
2632,2875, simple,100
2633,2479, research,31
2634,248, a,10
2635,2614,www,8
2636,191,,9
2637,2614,www,8
2638,534,"

",9
2639,191,,8
2640,25151,fits,100
2641,581,"),",24
2642,191,,11
2643,191,,7
2644,534,"

",9
2645,8459, bought,8
2646,248, a,12
2647,191,,9
2648,311, is,9
2649,22191,################################,48
2650,191,,5
2651,31,=,73
2652,248, a,10
2653,191,,9
2654,191,,12
2655,248, a,7
2656,3650,error,100
2657,387, at,100
2658,54,T,16
2659,495, 3,100
2660,191,,9
2661,248, a,10
2662,368, you,100
2663,1594, something,100
2664,34406,"

",13
2665,28933, '.,7
2666,34406,"

",12
2667,784,get,100
2668,2614,www,7
2669,2614,www,8
2670,299, l,100
2671,3929, title,7
2672,191,,11
2673,191,,11
2674,7432, Bur,81
2675,248, a,100
2676,5587, serve,91
2677,39,E,100
2678,407, by,100
2679,12088, coding,100
2680,1045, here,56
2681,191,,7
2682,191,,9
2683,426, =,15
2684,2033, understand,100
2685,163,�,91
2686,10,(,100
2687,191,,7
2688,191,,12
2689,2332, amount,100
2690,191,,8
2691,4402, nor,100
2692,191,,10
2693,34406,"

",9
2694,191,,12
2695,248, a,8
2696,191,,12
2697,191,,13
2698,191,,9
2699,191,,12
2700,248, a,12
2701,502, cl,100
2702,191,,8
2703,248, a,10
2704,479, me,24
2705,286, and,85
2706,7088,github,32
2707,191,,8
2708,28933, '.,7
2709,248, a,7
2710,6547, SE,100
2711,191,,12
2712,534,"

",7
2713,191,,15
2714,187,	,100
2715,534,"

",7
2716,248, a,9
2717,10,(,100
2718,191,,8
2719,248, a,8
2720,191,,9
2721,191,,10
2722,191,,10
2723,34406,"

",11
2724,248, a,8
2725,191,,8
2726,4078, General,100
2727,18063,Leg,56
2728,534,"

",8
2729,191,,8
2730,2614,www,7
2731,248, a,9
2732,248, a,7
2733,6129,frame,17
2734,191,,12
2735,248, a,10
2736,10859, chicken,84
2737,191,,9
2738,5050, label,16
2739,2814, Ass,100
2740,2150, design,2
2741,191,,9
2742,248, a,13
2743,2629, version,64
2744,248, a,12
2745,191,,13
2746,28933, '.,8
2747,2614,www,7
2748,2614,www,8
2749,2614,www,8
2750,286, and,99
2751,4442, highest,100
2752,11121,sv,11
2753,534,"

",7
2754,91,y,37
2755,2614,www,8
2756,191,,10
2757,4065, birth,97
2758,23567," [],",100
2759,191,,11
2760,191,,10
2761,44413,administration,20
2762,248, a,9
2763,15,-,97
2764,191,,16
2765,34406,"

",14
2766,2614,www,7
2767,862,les,100
2768,2614,www,8
2769,191,,11
2770,248, a,7
2771,33,?,100
2772,191,,8
2773,191,,7
2774,254, the,100
2775,248, a,8
2776,20121, Democrat,9
2777,7702, prices,100
2778,191,,7
2779,4528,!!,84
2780,191,,11
2781,248, a,7
2782,248, a,10
2783,191,,8
2784,1656, low,100
2785,534,"

",9
2786,191,,9
2787,2614,www,8
2788,248, a,14
2789,191,,8
2790,191,,6
2791,3889, protect,100
2792,191,,9
2793,500, J,40
2794,248, a,8
2795,191,,17
2796,11,),100
2797,2196, strong,100
2798,191,,8
2799,157,�,52
2800,191,,16
2801,191,,9
2802,83,q,4
2803,21677, wx,100
2804,2614,www,8
2805,34406,"

",9
2806,248, a,9
2807,2137,data,15
2808,248, a,11
2809,248, a,8
